# date and time: 2022-05-23T13:05:38.809
# host: surt2.cs.umt.edu with 20  processes: 
# 5420.143231 seconds
# funcs: Func[Func(&, 2, "AND"), Func(|, 2, "OR"), Func(xor, 2, "XOR"), Func(Main.CGP.Nand, 2, "NAND"), Func(Main.CGP.Nor, 2, "NOR")]
# use_lincircuit: false
# maxreps: 200
# iter_maxreps: 100
# numinputs: 4
# numoutputs: 1
# numinteriors: 11
# numlevelsback: 8
# max_steps: 600000
goal,numinputs,numoutputs,numints,numlevsback,maxsteps,ntries,nsuccesses,avg_steps,log_avg_steps,robustness,evo_count,nactive,complexity,degeneracy,sumsteps,sumtries
UInt16[0x9a17],4,1,11,8,600000,100.0,100.0,22077.66,4.343589350604662,0.21646067415730336,4798.0,9.075,7.760343215777564,2.6156116520331376,0.0,0.0
UInt16[0x9bd3],4,1,11,8,600000,100.0,100.0,10955.805,4.0395622506730335,0.2848314606741573,3326.0,8.405000000000001,6.988818761119237,2.4534292778928477,0.0,0.0
UInt16[0x9cd5],4,1,11,8,600000,100.0,100.0,21122.965,4.324080645179622,0.2614606741573034,3699.0,8.68,7.312619787708406,2.5272640365882704,0.0,0.0
UInt16[0x9db5],4,1,11,8,600000,100.0,100.0,10577.575,4.021414545838178,0.2827247191011236,3212.0,8.46,7.060215312445827,2.3793876369713622,0.0,0.0
UInt16[0x9dbb],4,1,11,8,600000,100.0,100.0,5789.445,3.762631723580994,0.37994382022471906,1945.0,7.6,5.93010960372454,2.4030078458237405,0.0,0.0
UInt16[0x9dc3],4,1,11,8,600000,100.0,100.0,18596.225,4.26640405453592,0.2654494382022472,3837.0,8.63,7.310975926816145,2.414660070182614,0.0,0.0
UInt16[0x9ef1],4,1,11,8,600000,100.0,100.0,17077.0,4.230707157505551,0.2593820224719101,3606.0,8.71,7.511090627834511,2.5266230909812704,0.0,0.0
UInt16[0xa021],4,1,11,8,600000,100.0,100.0,6325.195,3.7978332217958926,0.38373595505617974,2069.0,7.57,5.6132993602987575,2.1883466997211074,0.0,0.0
UInt16[0xa09c],4,1,11,8,600000,100.0,100.0,4061.58,3.6070712896739145,0.35544943820224717,2347.0,7.824999999999999,6.505876890496323,2.48249554101488,0.0,0.0
UInt16[0xa0d9],4,1,11,8,600000,100.0,100.0,14747.515,4.158703748584085,0.2684269662921348,3306.0,8.620000000000001,7.117146841367074,2.6511075387533727,0.0,0.0
UInt16[0xa24c],4,1,11,8,600000,100.0,100.0,8065.77,3.9053177999541155,0.32134831460674157,2599.0,8.129999999999999,6.700572498696812,2.4896023303357557,0.0,0.0
UInt16[0xa26a],4,1,11,8,600000,100.0,100.0,4742.754999999999,3.6753717457898745,0.3561797752808989,2117.0,7.84,6.095500855035951,2.497334072061885,0.0,0.0
UInt16[0xa28b],4,1,11,8,600000,100.0,100.0,15345.974999999999,4.178165371239906,0.3141573033707865,2716.0,8.21,6.471256069225784,2.5743849625171698,0.0,0.0
UInt16[0xa292],4,1,11,8,600000,100.0,100.0,6071.715,3.7831850187923894,0.3360955056179775,2436.0,7.965,6.446572267386875,2.3586063623444513,0.0,0.0
UInt16[0xa2eb],4,1,11,8,600000,100.0,100.0,11434.015,4.057977758896051,0.32870786516853934,2879.0,8.07,6.30347625608591,2.590650655543948,0.0,0.0
UInt16[0xa393],4,1,11,8,600000,100.0,100.0,2454.255,3.3897794683981513,0.4211516853932584,1882.0,7.154999999999999,5.7755599288613055,2.4858317776028653,0.0,0.0
UInt16[0xa42d],4,1,11,8,600000,100.0,100.0,25490.92,4.40619459059851,0.24682584269662922,4243.0,8.82,7.459058579066715,2.4637337695552572,0.0,0.0
UInt16[0xa4c6],4,1,11,8,600000,100.0,100.0,17964.125,4.254339517546,0.24606741573033708,3913.0,8.835,7.497323248225774,2.5069046710241616,0.0,0.0
UInt16[0xa57e],4,1,11,8,600000,100.0,100.0,8467.07,3.927721230945747,0.3273595505617978,2690.0,8.105,6.808767799468622,2.3586220058572964,0.0,0.0
UInt16[0xa6b2],4,1,11,8,600000,100.0,100.0,12406.07,4.093631940459197,0.2902247191011236,3338.0,8.39,7.094843590705592,2.4563666986394255,0.0,0.0
UInt16[0xa700],4,1,11,8,600000,100.0,100.0,5023.3150000000005,3.700963090632869,0.3846629213483146,2078.0,7.6,5.699391660851052,2.4117784310735386,0.0,0.0
UInt16[0xa87d],4,1,11,8,600000,100.0,100.0,12721.76,4.10422268991992,0.3025,2781.0,8.365,6.779124777754445,2.620965988496767,0.0,0.0
UInt16[0xa8d7],4,1,11,8,600000,100.0,100.0,7148.365,3.851169485384796,0.3513483146067416,2602.0,7.795,6.385136834941058,2.3803638465699652,0.0,0.0
UInt16[0xaaa8],4,1,11,8,600000,100.0,100.0,1293.365,3.111575505272665,0.4947191011235955,1242.0,6.7,4.618203328207084,2.6784484493359417,0.0,0.0
UInt16[0xab59],4,1,11,8,600000,100.0,100.0,7876.924999999999,3.8954153983380326,0.3098314606741573,2934.0,8.18,6.81815746911575,2.446638952236151,0.0,0.0
UInt16[0xab5f],4,1,11,8,600000,100.0,100.0,2418.25,3.3834745448015178,0.4303932584269663,1840.0,7.125,5.322479838776298,2.4430304709964252,0.0,0.0
UInt16[0xac40],4,1,11,8,600000,100.0,100.0,5905.365,3.7709542424091342,0.3353370786516854,2572.0,7.985,6.407464664008458,2.3680989361603033,0.0,0.0
UInt16[0xac70],4,1,11,8,600000,100.0,100.0,15736.32,4.1891244302857285,0.28789325842696634,3436.0,8.399999999999999,6.952191116388101,2.5326005228271615,0.0,0.0
UInt16[0xac93],4,1,11,8,600000,100.0,100.0,4814.8150000000005,3.6819225837049245,0.35584269662921353,2477.0,7.775,6.611493671696868,2.433464605036767,0.0,0.0
UInt16[0xacc7],4,1,11,8,600000,100.0,100.0,19718.88,4.294847780349568,0.23544943820224717,4206.0,8.91,7.705964675465102,2.621470850553325,0.0,0.0
UInt16[0xae1f],4,1,11,8,600000,100.0,100.0,8769.715,3.9423152328349835,0.31109550561797755,2694.0,8.26,6.44190397570329,2.5949489056968074,0.0,0.0
UInt16[0xae21],4,1,11,8,600000,100.0,100.0,9963.01,3.998271412412887,0.31570224719101125,2870.0,8.17,6.4873287140625475,2.6680881099678446,0.0,0.0
UInt16[0xae4e],4,1,11,8,600000,100.0,100.0,3083.98,3.4884546103836778,0.4071067415730337,1735.0,7.29,5.647924966982206,2.740312169703599,0.0,0.0
UInt16[0xae7d],4,1,11,8,600000,100.0,100.0,4494.93,3.65152952288094,0.37196629213483146,2136.0,7.59,5.959052382720835,2.37935596539622,0.0,0.0
UInt16[0xae8b],4,1,11,8,600000,100.0,100.0,6715.87,3.827082559828367,0.38426966292134834,2281.0,7.574999999999999,5.985370442765605,2.5372051120050028,0.0,0.0
UInt16[0xaef4],4,1,11,8,600000,100.0,100.0,6595.655000000001,3.81925629645851,0.30258426966292135,2929.0,8.370000000000001,6.766896525159973,2.6493074046733467,0.0,0.0
UInt16[0xaefa],4,1,11,8,600000,100.0,100.0,3561.9049999999997,3.549099754142265,0.4086797752808989,1733.0,7.484999999999999,5.447622612405779,2.404166502814059,0.0,0.0
UInt16[0xaf6e],4,1,11,8,600000,100.0,100.0,5093.805,3.7069930442176693,0.33769662921348315,2474.0,7.995,6.382840568634432,2.3646667137233877,0.0,0.0
UInt16[0xb1a5],4,1,11,8,600000,100.0,100.0,7815.73,3.892830520884764,0.3355056179775281,2581.0,7.994999999999999,6.238432712069184,2.5782364019049657,0.0,0.0
UInt16[0xb20a],4,1,11,8,600000,100.0,100.0,7628.785,3.8814742017344654,0.3039606741573034,2732.0,8.23,6.470534083040162,2.518277760208617,0.0,0.0
UInt16[0xb2af],4,1,11,8,600000,100.0,100.0,6911.844999999999,3.839217898840646,0.31587078651685396,2666.0,8.2,6.496934232198189,2.6402940705686886,0.0,0.0
UInt16[0xb35c],4,1,11,8,600000,100.0,100.0,12153.654999999999,4.083530768736004,0.2972752808988764,3135.0,8.34,6.92282296400505,2.4796261852451487,0.0,0.0
UInt16[0xb416],4,1,11,8,600000,100.0,100.0,13414.86,4.127227047410891,0.28,3363.0,8.44,7.196096537720869,2.4289656196077134,0.0,0.0
UInt16[0xb423],4,1,11,8,600000,100.0,100.0,29639.805,4.471773338548415,0.25702247191011235,4489.0,8.65,7.286296118000134,2.5323082485988273,0.0,0.0
UInt16[0xb4d9],4,1,11,8,600000,100.0,100.0,36753.82,4.565284790510814,0.20224719101123595,5252.0,9.18,7.979099962643634,2.452129851401915,0.0,0.0
UInt16[0xb551],4,1,11,8,600000,100.0,100.0,12087.66,4.080263210799179,0.33205056179775283,2265.0,7.97,6.551348488362266,2.6872029491011444,0.0,0.0
UInt16[0xb55e],4,1,11,8,600000,100.0,100.0,6762.514999999999,3.8294106902980554,0.3384550561797753,2696.0,8.035,6.769415836511206,2.3840776143862956,0.0,0.0
UInt16[0xb592],4,1,11,8,600000,100.0,100.0,32636.409999999996,4.513395429087559,0.21078651685393257,5061.0,9.145,7.975555565802062,2.5721233410585014,0.0,0.0
UInt16[0xb642],4,1,11,8,600000,100.5,100.0,40565.745,4.606721237937174,0.2084269662921348,5281.0,9.105,7.898850165002176,2.4966348417329973,0.0,0.0
UInt16[0xb6fe],4,1,11,8,600000,100.0,100.0,5165.575,3.71290198699023,0.351938202247191,2081.0,7.9,6.250354732986434,2.214252527293432,0.0,0.0
UInt16[0xb759],4,1,11,8,600000,100.0,100.0,3860.2200000000003,3.5847720392798195,0.31907303370786516,2913.0,8.12,6.893664601217963,2.3254356453596516,0.0,0.0
UInt16[0xb840],4,1,11,8,600000,100.0,100.0,6812.74,3.8331869605377236,0.3325280898876405,2664.0,8.015,6.3760299302277215,2.3922642070640383,0.0,0.0
UInt16[0xb8f8],4,1,11,8,600000,100.0,100.0,4226.31,3.6259474683654713,0.44348314606741573,1543.0,6.97,5.303902862601435,2.615333368610166,0.0,0.0
UInt16[0xb940],4,1,11,8,600000,100.0,100.0,12426.189999999999,4.094331887989501,0.28084269662921346,3235.0,8.48,7.16083238728996,2.4432221902163875,0.0,0.0
UInt16[0xb98d],4,1,11,8,600000,100.0,100.0,15805.915,4.198753662675834,0.24946629213483146,3942.0,8.775,7.324988130832452,2.556184470038211,0.0,0.0
UInt16[0xb99c],4,1,11,8,600000,100.0,100.0,16503.845,4.217105430121558,0.3067977528089888,3143.0,8.25,6.67745523137837,2.3514553097443347,0.0,0.0
UInt16[0xbb14],4,1,11,8,600000,100.0,100.0,4931.5,3.6920939676153033,0.3330056179775281,2367.0,8.065,6.578502839435872,2.596940406208166,0.0,0.0
UInt16[0xbb83],4,1,11,8,600000,100.0,100.0,9396.755000000001,3.9725646691857324,0.32241573033707865,2439.0,8.155000000000001,6.422343789878424,2.6580175079623913,0.0,0.0
UInt16[0xbc29],4,1,11,8,600000,100.0,100.0,17275.524999999998,4.236129361847777,0.2735955056179775,3445.0,8.535,7.15106189693636,2.5463871656630683,0.0,0.0
UInt16[0xbccd],4,1,11,8,600000,100.0,100.0,15925.005000000001,4.19681403161554,0.30235955056179775,2885.0,8.33,6.673189503844755,2.5153707176429494,0.0,0.0
UInt16[0xbce9],4,1,11,8,600000,100.0,100.0,3508.855,3.5421651766665185,0.38410112359550563,2296.0,7.4350000000000005,6.147069138372469,2.3065168224171675,0.0,0.0
UInt16[0xbd6a],4,1,11,8,600000,100.0,100.0,10719.685000000001,4.020545458262106,0.2945505617977528,2988.0,8.33,7.105359113882623,2.33617993772587,0.0,0.0
UInt16[0xbf7d],4,1,11,8,600000,100.0,100.0,4625.360000000001,3.6633009433054373,0.3994943820224719,1889.0,7.455,5.540570559355878,1.8805156565958483,0.0,0.0
UInt16[0xbfec],4,1,11,8,600000,100.0,100.0,8888.24,3.9473240218538628,0.3723033707865169,1921.0,7.805,5.9015741124358865,2.2566674624239313,0.0,0.0
UInt16[0xc05b],4,1,11,8,600000,100.0,100.0,17520.315,4.240277897150353,0.2667415730337078,3678.0,8.6,7.1650990984634415,2.5373952435643794,0.0,0.0
UInt16[0xc0a2],4,1,11,8,600000,100.0,100.0,3591.4,3.55339211041806,0.3754494382022472,1895.0,7.67,5.901971016168465,2.423921065763834,0.0,0.0
UInt16[0xc107],4,1,11,8,600000,100.0,100.0,5472.6900000000005,3.7379732266543746,0.36901685393258427,2224.0,7.630000000000001,5.985692659618479,2.4661760793432124,0.0,0.0
UInt16[0xc260],4,1,11,8,600000,100.0,100.0,7614.295,3.8811185849025565,0.3184831460674157,2718.0,8.149999999999999,6.678153260424079,2.3665296772393143,0.0,0.0
UInt16[0xc2a6],4,1,11,8,600000,100.0,100.0,19703.36,4.293289035544737,0.26269662921348313,3664.0,8.629999999999999,7.396765013631789,2.443825427258615,0.0,0.0
UInt16[0xc2c2],4,1,11,8,600000,100.0,100.0,793.27,2.8993556850684032,0.5058426966292136,973.0,6.640000000000001,5.141027153314915,2.570205035544509,0.0,0.0
UInt16[0xc3a5],4,1,11,8,600000,100.0,100.0,2782.45,3.4429395844557193,0.37233146067415734,2321.0,7.640000000000001,6.533025254169222,2.3331433866156956,0.0,0.0
UInt16[0xc4a2],4,1,11,8,600000,100.0,100.0,5757.89,3.760222399809508,0.3151123595505618,2893.0,8.190000000000001,6.6563609748784085,2.616724842110166,0.0,0.0
UInt16[0xc59c],4,1,11,8,600000,100.0,100.0,12157.060000000001,4.084141843226158,0.280561797752809,3720.0,8.48,7.228643343524332,2.3816897065906932,0.0,0.0
UInt16[0xc5a0],4,1,11,8,600000,100.0,100.0,6899.18,3.8384423006390067,0.29567415730337077,2967.0,8.399999999999999,6.8435459608595455,2.5933317077253086,0.0,0.0
UInt16[0xc5d2],4,1,11,8,600000,100.0,100.0,22680.09,4.353029673603084,0.24379213483146067,4187.0,8.809999999999999,7.41561281975192,2.6343916853747418,0.0,0.0
UInt16[0xc612],4,1,11,8,600000,100.0,100.0,17374.625,4.238527774405398,0.2628370786516854,3726.0,8.620000000000001,7.388039862174292,2.4877446786946873,0.0,0.0
UInt16[0xc63e],4,1,11,8,600000,100.0,100.0,19391.635000000002,4.287464975093753,0.27036516853932585,3584.0,8.594999999999999,7.3157074123979395,2.3831165731189397,0.0,0.0
UInt16[0xc71a],4,1,11,8,600000,100.0,100.0,18544.75,4.26760258158362,0.23617977528089887,4149.0,8.875,7.630644737858564,2.4451292222543244,0.0,0.0
UInt16[0xc761],4,1,11,8,600000,100.0,100.0,22051.495000000003,4.343315644392861,0.2206179775280899,4452.0,9.04,7.827195444365801,2.51817350833156,0.0,0.0
UInt16[0xc7b9],4,1,11,8,600000,100.0,100.0,25952.17,4.413044666020936,0.2353370786516854,4601.0,8.845,7.800657097753348,2.427572255825856,0.0,0.0
UInt16[0xc800],4,1,11,8,600000,100.0,100.0,717.135,2.8549631891581324,0.5231460674157303,1176.0,6.545,4.1329260643484105,2.0265900833678288,0.0,0.0
UInt16[0xc8a9],4,1,11,8,600000,100.0,100.0,17928.11,4.253089492414883,0.28893258426966295,3556.0,8.36,6.933011358046015,2.6351735074735094,0.0,0.0
UInt16[0xc9d1],4,1,11,8,600000,100.0,100.0,14767.515,4.168027473003043,0.270252808988764,3436.0,8.555,6.959624473751443,2.6263584189048097,0.0,0.0
UInt16[0xca1c],4,1,11,8,600000,100.0,100.0,22809.515,4.357790523878103,0.21320224719101122,4608.0,9.145,7.8516116206237285,2.667473376395402,0.0,0.0
UInt16[0xca1e],4,1,11,8,600000,100.0,100.0,24587.92,4.390691229234199,0.2234550561797753,4400.0,9.015,7.670673355128152,2.69818626596497,0.0,0.0
UInt16[0xcacf],4,1,11,8,600000,100.0,100.0,2538.46,3.4045689267496204,0.3932584269662921,1701.0,7.54,5.798998802706702,2.5335330146504473,0.0,0.0
UInt16[0xcb0d],4,1,11,8,600000,100.0,100.0,18879.559999999998,4.275526121879855,0.29831460674157306,2965.0,8.315000000000001,6.867557286440711,2.649831680062385,0.0,0.0
UInt16[0xcb13],4,1,11,8,600000,100.0,100.0,17062.89,4.230283486574429,0.26325842696629215,3448.0,8.67,7.015508792378729,2.700725128064771,0.0,0.0
UInt16[0xcbd0],4,1,11,8,600000,100.0,100.0,16609.879999999997,4.21662507009227,0.27249999999999996,3592.0,8.49,7.145627644717512,2.664317231007133,0.0,0.0
UInt16[0xcbf9],4,1,11,8,600000,100.0,100.0,5290.785,3.723504099181296,0.3473876404494382,2430.0,7.85,6.504316416842686,2.3129718371462262,0.0,0.0
UInt16[0xcc1f],4,1,11,8,600000,100.0,100.0,6968.295,3.8414558978870996,0.35733146067415733,2179.0,7.83,6.071247708989614,2.718510105068323,0.0,0.0
UInt16[0xccee],4,1,11,8,600000,100.0,100.0,558.215,2.7451007822849407,0.520505617977528,1004.0,6.575,4.809991319668061,2.5861192077372523,0.0,0.0
UInt16[0xcd0e],4,1,11,8,600000,100.0,100.0,5100.45,3.705978072925271,0.3743820224719101,2008.0,7.68,5.8976905674624645,2.7062935884021107,0.0,0.0
UInt16[0xcd50],4,1,11,8,600000,100.0,100.0,2975.4049999999997,3.4706858050395057,0.4046910112359551,1659.0,7.355,5.780698389146322,2.7231472999362287,0.0,0.0
UInt16[0xcd72],4,1,11,8,600000,100.0,100.0,6650.705,3.8225642762548904,0.31764044943820224,2754.0,8.184999999999999,6.775765879344892,2.522432151188003,0.0,0.0
UInt16[0xcda1],4,1,11,8,600000,100.0,100.0,12975.715,4.113031540341416,0.2441573033707865,3697.0,8.865,7.329841614993451,2.736566261125807,0.0,0.0
UInt16[0xceef],4,1,11,8,600000,100.0,100.0,5213.705,3.7138786489177082,0.40699438202247196,1793.0,7.455,5.265331036071684,2.184466293552494,0.0,0.0
UInt16[0xcf01],4,1,11,8,600000,100.0,100.0,5026.805,3.701167357367322,0.40241573033707867,1875.0,7.49,5.577892804192179,2.6830278551658746,0.0,0.0
UInt16[0xcf11],4,1,11,8,600000,100.0,100.0,4100.175,3.6097866143895505,0.3526123595505618,2150.0,7.904999999999999,6.173027625031192,2.7581169332834925,0.0,0.0
UInt16[0xcfea],4,1,11,8,600000,100.0,100.0,3477.35,3.5411256397683073,0.3560112359550562,2158.0,7.92,6.133719412426135,2.5092703710599626,0.0,0.0
UInt16[0xd005],4,1,11,8,600000,100.0,100.0,2524.075,3.399071349101002,0.4327808988764045,1693.0,7.145,5.176459626594498,2.4353693164455037,0.0,0.0
UInt16[0xd03b],4,1,11,8,600000,100.0,100.0,19630.985,4.292935805888083,0.24382022471910114,3917.0,8.845,7.315778760260085,2.7436423061896127,0.0,0.0
UInt16[0xd074],4,1,11,8,600000,100.0,100.0,7643.3150000000005,3.8769990632901625,0.3402528089887641,2747.0,7.92,6.277171652718643,2.5637096016522296,0.0,0.0
UInt16[0xd124],4,1,11,8,600000,100.0,100.0,10591.53,4.023964776681807,0.28519662921348315,3397.0,8.415,7.301518312932341,2.4807299465137227,0.0,0.0
UInt16[0xd12e],4,1,11,8,600000,100.0,100.0,2344.245,3.3699529566535587,0.403876404494382,2153.0,7.3100000000000005,6.17327769848752,2.282255098768611,0.0,0.0
UInt16[0xd208],4,1,11,8,600000,100.0,100.0,9526.96,3.978950502317055,0.3319943820224719,2942.0,7.95,6.498837476156255,2.327871568449522,0.0,0.0
UInt16[0xd31a],4,1,11,8,600000,100.0,100.0,15869.26,4.20055639718263,0.23792134831460676,4042.0,8.91,7.514755160181795,2.5832112903558375,0.0,0.0
UInt16[0xd371],4,1,11,8,600000,100.0,100.0,16875.059999999998,4.227077345221579,0.274438202247191,3416.0,8.535,7.061555135292997,2.6577568589001985,0.0,0.0
UInt16[0xd375],4,1,11,8,600000,100.0,100.0,12253.865000000002,4.088197575764888,0.2541573033707865,3569.0,8.73,7.366847808563747,2.5172930227719146,0.0,0.0
UInt16[0xd377],4,1,11,8,600000,100.0,100.0,4921.799999999999,3.6912585658506636,0.3482865168539326,2189.0,7.865,6.151978408090123,2.363755959536774,0.0,0.0
UInt16[0xd398],4,1,11,8,600000,100.0,100.0,24165.365,4.382061852237884,0.21196629213483145,5120.0,9.105,7.871995018564354,2.5661624468772706,0.0,0.0
UInt16[0xd466],4,1,11,8,600000,100.0,100.0,14522.935000000001,4.162054302728161,0.3079494382022472,2835.0,8.190000000000001,6.681117417317265,2.6103319194599877,0.0,0.0
UInt16[0xd4d5],4,1,11,8,600000,100.0,100.0,11096.89,4.044176245278048,0.3830056179775281,1986.0,7.695,5.629338597962342,2.6241453882816193,0.0,0.0
UInt16[0xd6c9],4,1,11,8,600000,100.0,100.0,15280.869999999999,4.184018326483876,0.2951404494382023,3571.0,8.275,6.979848887420599,2.2807034764946774,0.0,0.0
UInt16[0xd7ac],4,1,11,8,600000,100.0,100.0,17021.325,4.230940881380313,0.2410393258426966,4472.0,8.870000000000001,7.635368571053251,2.474105859242779,0.0,0.0
UInt16[0xd7f3],4,1,11,8,600000,100.0,100.0,4555.77,3.6585576263218766,0.3732303370786517,2085.0,7.6,5.83949934099617,2.1864245928670076,0.0,0.0
UInt16[0xd7f8],4,1,11,8,600000,100.0,100.0,8751.36,3.9399078390119717,0.3124438202247191,2898.0,8.225000000000001,6.6690777456758,2.4004781434111493,0.0,0.0
UInt16[0xd8b1],4,1,11,8,600000,100.0,100.0,6409.09,3.8032246960500937,0.33705056179775283,2793.0,7.955,6.6618104209290046,2.5644656518004876,0.0,0.0
UInt16[0xd911],4,1,11,8,600000,100.0,100.0,3508.75,3.5451285901403846,0.39542134831460674,1791.0,7.425000000000001,5.633331956005359,2.602031059164537,0.0,0.0
UInt16[0xd916],4,1,11,8,600000,100.0,100.0,15622.989999999998,4.193196716244968,0.24985955056179776,3888.0,8.780000000000001,7.604874231262725,2.376754086407611,0.0,0.0
UInt16[0xd95d],4,1,11,8,600000,100.0,100.0,6202.355,3.7919752026777336,0.3325,2453.0,8.045,6.447233557740729,2.457126438197464,0.0,0.0
UInt16[0xd990],4,1,11,8,600000,100.0,100.0,14245.635,4.150443228573972,0.32446629213483147,2489.0,8.100000000000001,6.175372506882097,2.7817247848122166,0.0,0.0
UInt16[0xda73],4,1,11,8,600000,100.0,100.0,10775.455,4.031676300431631,0.26601123595505616,3173.0,8.629999999999999,7.100422841433375,2.568812454508046,0.0,0.0
UInt16[0xdaea],4,1,11,8,600000,100.0,100.0,3522.63,3.5460948950119575,0.4356179775280899,1604.0,7.03,5.227803657483948,2.4593251474150923,0.0,0.0
UInt16[0xdbc0],4,1,11,8,600000,100.0,100.0,9546.59,3.9797241049689305,0.309185393258427,2888.0,8.21,6.588301693251383,2.733669460518527,0.0,0.0
UInt16[0xdbe9],4,1,11,8,600000,100.0,100.0,9551.59,3.980062942817558,0.28733146067415727,3349.0,8.42,7.143423766661258,2.3157256446600623,0.0,0.0
UInt16[0xddd3],4,1,11,8,600000,100.0,100.0,1919.4099999999999,3.280408221085219,0.4131741573033708,1689.0,7.335,5.866470278446444,2.3474642013378704,0.0,0.0
UInt16[0xdf62],4,1,11,8,600000,100.0,100.0,16570.85,4.218785455729208,0.27811797752808987,3672.0,8.48,7.042144721517858,2.5342765161341614,0.0,0.0
UInt16[0xdf6b],4,1,11,8,600000,100.0,100.0,9314.990000000002,3.9691746953720024,0.2811516853932584,3305.0,8.475000000000001,7.284348877195226,2.1775589983236765,0.0,0.0
UInt16[0xdfc7],4,1,11,8,600000,100.0,100.0,7789.969999999999,3.8915347129564024,0.324691011235955,2371.0,8.14,6.233840571120416,2.255303300340145,0.0,0.0
UInt16[0xe068],4,1,11,8,600000,100.0,100.0,5113.93,3.7087454048964448,0.36025280898876405,2314.0,7.79,6.145657903182294,2.415887396015722,0.0,0.0
UInt16[0xe0c6],4,1,11,8,600000,100.0,100.0,8581.45,3.932579777338944,0.33292134831460674,2885.0,7.92,6.466097220362242,2.6190808386945448,0.0,0.0
UInt16[0xe2ab],4,1,11,8,600000,100.0,100.0,12786.575,4.105428852316895,0.3085393258426966,2700.0,8.285,6.571341486578438,2.6044841430501693,0.0,0.0
UInt16[0xe319],4,1,11,8,600000,100.0,100.0,16450.204999999998,4.215678720882443,0.25224719101123594,4078.0,8.754999999999999,7.582589529907247,2.3985712814122557,0.0,0.0
UInt16[0xe32c],4,1,11,8,600000,100.0,100.0,12257.7,4.087901055285829,0.27974719101123596,3297.0,8.5,7.155787702684645,2.48322496347775,0.0,0.0
UInt16[0xe337],4,1,11,8,600000,100.0,100.0,11864.685,4.072692432123906,0.3188202247191011,2630.0,8.06,6.463409691517526,2.414398461899015,0.0,0.0
UInt16[0xe346],4,1,11,8,600000,100.0,100.0,10463.82,4.017866853123746,0.26084269662921344,3788.0,8.64,7.37810459067059,2.484719284311577,0.0,0.0
UInt16[0xe483],4,1,11,8,600000,100.0,100.0,25795.67,4.4087578243883065,0.2289325842696629,4533.0,8.940000000000001,7.567979426359166,2.5993765099000963,0.0,0.0
UInt16[0xe4dd],4,1,11,8,600000,100.0,100.0,4833.280000000001,3.6813235975106102,0.3414606741573034,2312.0,7.96,6.207047993879424,2.4813731084360398,0.0,0.0
UInt16[0xe601],4,1,11,8,600000,100.0,100.0,20222.375,4.305626030297253,0.30786516853932583,3188.0,8.254999999999999,6.775910051348731,2.5091430219543858,0.0,0.0
UInt16[0xe619],4,1,11,8,600000,100.0,100.0,3608.135,3.5564376632208337,0.38952247191011236,2258.0,7.465,6.11897255681639,2.216932764174384,0.0,0.0
UInt16[0xe623],4,1,11,8,600000,100.0,100.0,18998.835,4.2769377343726696,0.2564325842696629,3933.0,8.719999999999999,7.284582641011884,2.6157994808243323,0.0,0.0
UInt16[0xe640],4,1,11,8,600000,100.0,100.0,7619.465,3.881090714758107,0.32390449438202246,2709.0,8.08,6.348612083790231,2.6421011229753324,0.0,0.0
UInt16[0xe73a],4,1,11,8,600000,100.0,100.0,8340.55,3.9211782504511854,0.2792977528089887,3443.0,8.475000000000001,7.156284868387349,2.4590856723566414,0.0,0.0
UInt16[0xe788],4,1,11,8,600000,100.0,100.0,13301.97,4.123910107603442,0.29339887640449436,2946.0,8.34,6.851037164181818,2.564472877250692,0.0,0.0
UInt16[0xe7a0],4,1,11,8,600000,100.0,100.0,10705.705,4.029513214508857,0.300814606741573,2731.0,8.355,6.682065471662284,2.772944344125269,0.0,0.0
UInt16[0xe7ab],4,1,11,8,600000,100.0,100.0,6277.055,3.794168168395427,0.3482303370786517,2080.0,7.885,6.33910465128772,2.387453335665933,0.0,0.0
UInt16[0xe7c5],4,1,11,8,600000,100.0,100.0,5284.205,3.722976756398981,0.3212921348314607,2549.0,8.120000000000001,6.550459921847497,2.554158646087296,0.0,0.0
UInt16[0xe802],4,1,11,8,600000,100.0,100.0,6605.924999999999,3.8198401475400265,0.34351123595505617,2616.0,7.859999999999999,6.066292423116394,2.402907699264969,0.0,0.0
UInt16[0xe80b],4,1,11,8,600000,100.0,100.0,15709.619999999999,4.196072883041344,0.26202247191011235,3614.0,8.645,7.160681993741567,2.713741381583133,0.0,0.0
UInt16[0xe858],4,1,11,8,600000,100.0,100.0,11207.505000000001,4.042888868916355,0.28893258426966295,3148.0,8.375,6.855601234123743,2.734404811699361,0.0,0.0
UInt16[0xe9e2],4,1,11,8,600000,100.0,100.0,22981.114999999998,4.361209466074593,0.25134831460674156,3612.0,8.735,7.210783754811707,2.5649009441731643,0.0,0.0
UInt16[0xea3b],4,1,11,8,600000,100.0,100.0,7115.6849999999995,3.850349648344939,0.32202247191011235,2582.0,8.145,6.392876762537215,2.5264951765655805,0.0,0.0
UInt16[0xea63],4,1,11,8,600000,100.0,100.0,18570.765,4.266525743688507,0.2701123595505618,3559.0,8.585,7.127972035436406,2.581615201105861,0.0,0.0
UInt16[0xeaec],4,1,11,8,600000,100.0,100.0,6104.35,3.785494123301538,0.35171348314606743,2278.0,7.89,5.915053471670034,2.614415604649751,0.0,0.0
